183
0,1.018906,6.608694,78
1,1.143805,4.348512,82
2,1.213047,3.745181,82
3,1.283207,3.323684,85
4,1.354475,3.008229,88
5,1.427643,2.765746,91
6,1.502653,2.571800,91
7,1.581683,2.414306,93
8,1.665421,2.274171,94
9,1.748690,2.161606,96
10,1.836613,2.067441,96
11,1.930533,1.979372,97
12,2.032286,1.901089,98
13,2.140125,1.832402,98
14,2.255084,1.769363,99
15,2.365112,1.718311,100
16,1.030141,6.553111,139
17,1.096744,5.082844,147
18,1.132448,4.571137,149
19,1.167798,4.176315,153
20,1.202915,3.869013,155
21,1.237507,3.613312,158
22,1.272762,3.396179,158
23,1.307528,3.214712,157
24,1.342258,3.060256,162
25,1.376943,2.926299,164
26,1.411663,2.809182,169
27,1.448828,2.698947,171
28,1.481783,2.611655,172
29,1.517554,2.527049,174
30,1.554370,2.451417,176
31,1.591031,2.379629,178
32,1.629304,2.314352,180
33,1.667231,2.255473,181
34,1.706558,2.198339,179
35,1.746350,2.145857,182
36,1.788273,2.096621,184
37,1.830317,2.049834,183
38,1.874497,2.006779,184
39,1.920746,1.964425,183
40,1.969203,1.924009,185
41,2.019003,1.885658,185
42,2.070228,1.847449,183
43,2.126029,1.812109,186
44,2.154781,1.795354,188
45,2.245442,1.745138,187
46,2.277629,1.729039,186
47,2.369299,1.688151,183
48,1.046697,6.463164,222
49,1.085801,5.538877,219
50,1.105726,5.147951,252
51,1.127355,4.832024,254
52,1.147231,4.561615,256
53,1.163966,4.343669,263
54,1.182589,4.152052,266
55,1.201418,3.984238,267
56,1.220256,3.820794,274
57,1.237924,3.688460,276
58,1.255864,3.565618,277
59,1.275564,3.451521,280
60,1.290661,3.357361,286
61,1.307009,3.265153,289
62,1.323758,3.181174,291
63,1.467820,3.242350,291
64,1.485481,3.198283,300
65,1.503143,3.154215,300
66,1.520804,3.110148,298
67,1.538465,3.066080,300
68,1.556126,3.022013,307
69,1.573788,2.977945,305
70,1.591449,2.933878,308
71,1.609110,2.889810,312
72,1.626771,2.845743,311
73,1.644433,2.801675,316
74,1.662094,2.757608,320
75,1.679755,2.713540,312
76,1.697416,2.669473,323
77,1.715078,2.625405,322
78,1.732739,2.581338,327
79,1.750400,2.537270,325
80,1.770815,2.521443,326
81,1.791230,2.505616,330
82,1.811645,2.489789,332
83,1.832060,2.473963,334
84,1.852475,2.458136,331
85,1.872890,2.442309,336
86,1.893305,2.426482,334
87,1.913720,2.410655,335
88,1.934135,2.394828,338
89,1.954550,2.379001,340
90,1.974965,2.363174,333
91,1.995380,2.347348,336
92,2.015795,2.331521,341
93,2.036210,2.315694,342
94,2.056625,2.299867,342
95,2.077040,2.284040,343
96,1.930039,1.918739,343
97,1.953616,1.900062,342
98,1.977503,1.880087,342
99,2.000826,1.858342,341
100,2.013672,1.848775,343
101,2.053244,1.823338,343
102,2.080327,1.800684,338
103,2.107380,1.779243,341
104,2.138379,1.765969,339
105,2.168201,1.748255,342
106,2.183871,1.738613,336
107,2.250185,1.702359,324
108,2.267199,1.690458,336
109,2.304297,1.675857,337
110,2.322261,1.667865,334
111,2.375965,1.640949,333
112,1.064566,6.387211,313
113,1.092488,5.663583,322
114,1.106947,5.366208,326
115,1.123890,5.084058,328
116,1.138218,4.850397,333
117,1.150610,4.655544,340
118,1.166232,4.470283,340
119,1.179806,4.317512,347
120,1.192803,4.176991,348
121,1.210809,4.021629,355
122,1.219524,3.932636,360
123,1.235094,3.808808,361
124,1.246107,3.718014,368
125,1.257710,3.630408,368
126,1.269857,3.545826,372
127,1.281537,3.469232,379
128,1.296165,3.390552,381
129,1.304059,3.332156,383
130,1.315231,3.270665,385
131,1.321656,3.238233,389
132,1.336958,3.158424,391
133,1.347205,3.109006,394
134,1.359958,3.052509,397
135,1.467820,3.242350,400
136,1.479594,3.212972,406
137,1.491368,3.183593,407
138,1.503143,3.154215,408
139,1.514917,3.124837,412
140,1.526691,3.095458,413
141,1.538465,3.066080,415
142,1.550239,3.036702,418
143,1.562013,3.007323,420
144,1.573788,2.977945,421
145,1.585562,2.948567,423
146,1.597336,2.919188,426
147,1.609110,2.889810,425
148,1.620884,2.860432,422
149,1.632658,2.831053,428
150,1.644433,2.801675,429
151,1.656207,2.772297,430
152,1.667981,2.742918,427
153,1.679755,2.713540,433
154,1.691529,2.684162,425
155,1.703303,2.654783,435
156,1.715078,2.625405,437
157,1.726852,2.596027,437
158,1.738626,2.566648,438
159,1.750400,2.537270,437
160,1.764010,2.526719,439
161,1.777620,2.516168,441
162,1.791230,2.505616,441
163,1.804840,2.495065,442
164,1.818450,2.484514,443
165,1.832060,2.473963,444
166,1.845670,2.463411,443
167,1.859280,2.452860,445
168,1.872890,2.442309,441
169,1.886500,2.431758,446
170,1.900110,2.421206,444
171,1.913720,2.410655,444
172,1.927330,2.400104,445
173,1.940940,2.389553,446
174,1.954550,2.379001,447
175,1.968160,2.368450,446
176,1.981770,2.357899,443
177,1.995380,2.347348,443
178,2.008990,2.336796,446
179,2.022600,2.326245,444
180,2.036210,2.315694,441
181,2.049820,2.305143,444
182,2.063430,2.294591,442

